tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member
61100,1158,17,1.332627603800878,3.1854544866080516,1.2707373313654668,6.026166852584684,104,396,102,57,17251,0,3,4047
61200,1194,16,1.317601914457296,3.1887725869341064,1.578298017580873,6.2849277831878965,105,395,100,54,17323,0,6,4132
61300,1189,21,1.324144437716094,3.1975451458766044,1.5151723504965202,6.302340027027433,107,393,106,60,17526,0,0,4131
61400,1240,19,1.3118771279091677,3.151430911164434,1.558894144909379,6.206811350281315,121,379,121,92,18895,0,3,4460
61500,1237,17,1.3112165605651396,3.2381811365871744,1.4367880027498934,6.222496135120866,109,391,105,57,17764,0,0,4206
61600,1215,19,1.2889142858513511,3.1509321413531963,1.3796990416132702,6.028742207266346,108,392,108,66,18179,0,6,4342
61700,1169,21,1.3299214960567094,3.236203566484471,1.4157035913896612,6.21236432630643,105,395,104,63,17454,0,0,4094
61800,1228,16,1.3010404725933082,3.15978624523706,1.642770381622649,6.3089833442065,111,389,111,78,17931,0,5,4251
61900,1195,22,1.3171594127847894,3.1918142119088357,1.4702363802162852,6.229973867466778,109,391,108,69,17361,0,2,4108
62000,1198,19,1.3145338815673597,3.1950057813442383,1.209148012710135,5.9457301715217525,100,400,99,52,17533,0,0,4134
62100,1181,12,1.2877119453360526,3.160321609334322,1.210894343647105,5.876055546638888,104,396,102,61,16942,0,1,4034
62200,1142,17,1.3189018340270042,3.1765006775295257,1.4259052962428669,6.116307506569703,112,388,108,73,17461,0,4,4118
62300,1170,17,1.2939424120050906,3.133813342646614,1.3326172155776908,5.965672795467671,101,399,101,49,17434,0,1,4146
62400,1180,19,1.2735802726868037,3.2027205646625294,1.2368592511732062,5.906671805182866,109,391,109,71,17438,0,1,4159
62500,1145,21,1.2874961416464674,3.1936205574720424,1.3036100761167981,5.965396363239838,106,394,105,58,17273,0,2,4022
62600,1219,20,1.2943169260726877,3.145218065780519,1.598465079371888,6.29625151186145,104,396,102,58,17419,0,3,4183
62700,1152,27,1.2879531962563484,3.1625140989722813,1.1699153329056309,5.8076886635224385,96,404,96,52,17190,0,0,4050
62800,1166,17,1.2898905904097353,3.1506365955999236,1.5032371603869257,6.154925946730417,107,393,107,62,17382,0,3,4117
62900,1175,13,1.309646906278862,3.231286392735523,1.3082707555035642,6.063585219376296,109,391,107,62,17571,0,6,4171
63000,1171,20,1.2766381302622527,3.1662331189399184,1.2613762092976637,5.907331741962775,108,392,108,63,17083,0,0,4118
63100,1163,23,1.3232700597681497,3.1773060126114183,1.4600008921774548,6.178914729616545,100,400,99,48,17194,0,2,4053
63200,1195,23,1.317597592850588,3.187432730911379,1.380650228059936,6.112882312952405,111,389,105,60,17257,0,1,4017
63300,1191,15,1.2970391679021598,3.1682163973875364,1.2927090917048594,5.967945525381175,109,391,106,70,17796,0,4,4259
63400,1196,13,1.282556107116251,3.0904994889652952,1.5697486950613546,6.103479585257973,97,403,96,60,17378,0,6,4190
63500,1088,17,1.2857974080519226,3.1623473410814347,1.3175761276526863,6.0076434409172075,98,402,95,60,15890,0,1,3746
63600,1202,23,1.3121023305370543,3.186521015552099,1.735470375571769,6.407097946126921,112,388,110,63,18303,0,9,4344
